Time,ID,Event context,Component,Event name,Origin
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"23/07/20, 16:18",2,Category: Miscellaneous,System,Category viewed,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Enrolment instance created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Enrolment instance created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Enrolment instance created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Course section created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Course section created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Course section created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Course section created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Course section created,web
"23/07/20, 16:18",2,Course: Introduction to Learning Analytics,System,Course created,web
"23/07/20, 16:09",2,Front page,System,Course viewed,web
"23/07/20, 16:09",2,Front page,System,Course viewed,web
"23/07/20, 16:06",2,Front page,System,Course viewed,web
"23/07/20, 16:06",2,System,System,User has logged in,web
